user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
105,"As a product owner, I want to review requirements so that deliver value.",Should,8,Manager,Development,1,We are satisfied with the current functionality.,Neutral,108.53,26950.15,105.94,27013.6,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
106,"As a tester, I wish to plan the sprint so I can deliver value.",Should,7,Manager,Deployment,4,This part of the system needs a complete overhaul.,Negative,0.89,7545.35,0.03,6629.74,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
107,"As a tester, I need manage tasks effectively to meet deadlines.",Should,5,Developer,Sprint Planning,4,The feature works great but could use some improvement.,Positive,62.73,17988.27,61.49,17551.97,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
108,"As a designer, I must create detailed reports in order to ensure quality.",Must,1,Tester,Sprint Planning,1,This part of the system needs a complete overhaul.,Negative,97.21,26939.19,92.22,28402.15,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
109,"As a manager, I am required to plan the sprint to achieve satisfy clients.",Could,4,Tester,Sprint Planning,4,"The interface is user-friendly, but performance needs improvement.",Neutral,55.58,19802.7,63.79,20344.31,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
110,"As a tester, I am required to test the application thoroughly to achieve enhance usability.",Should,10,Product Owner,Development,5,The feature works great but could use some improvement.,Positive,93.99,20328.79,90.06,20783.03,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
111,"As a developer, I wish to plan the sprint so I can deliver value.",Could,6,Developer,Testing,5,"The interface is user-friendly, but performance needs improvement.",Neutral,95.86,46594.18,98.29,46040.42,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
112,"As a manager, I want to plan the sprint so that meet deadlines.",Could,2,Developer,Deployment,1,"Not satisfied with the outcome, requires a fix.",Neutral,108.44,22953.04,106.17,24673.75,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
113,"As a designer, I must test the application thoroughly in order to achieve business goals.",Should,10,Product Owner,Development,1,"Not satisfied with the outcome, requires a fix.",Neutral,120.98,22748.65,126.01,24363.7,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
114,"As a manager, I need review the user stories to deliver value.",Should,9,Tester,Testing,4,The feature works great but could use some improvement.,Positive,40.95,36263.37,42.44,38217.44,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
115,"As a developer, I am required to design the interface to achieve satisfy clients.",Must,6,Product Owner,Testing,1,"The interface is user-friendly, but performance needs improvement.",Neutral,38.5,11444.29,38.17,12445.47,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
116,"As a manager, I need manage tasks effectively to satisfy clients.",Won't,2,Manager,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,35.81,19113.19,38.59,20260.88,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
117,"As a product owner, I must review requirements in order to enhance usability.",Should,3,Developer,Deployment,4,The feature works great but could use some improvement.,Positive,45.57,29897.22,45.87,31709.81,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
118,"As a designer, I need validate the design to satisfy clients.",Must,6,Manager,Development,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,53.58,16643.33,55.85,16053.28,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
119,"As a designer, I need validate the design to enhance usability.",Must,3,Tester,Deployment,3,Excellent implementation! Great work.,Neutral,26.31,19959.55,33.07,18994.6,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
120,"As a tester, I wish to test the application thoroughly so I can deliver value.",Should,10,Developer,Sprint Planning,2,The feature works great but could use some improvement.,Positive,112.79,61269.69,112.67,60388.12,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
121,"As a manager, I need review the user stories to meet deadlines.",Should,5,Developer,Deployment,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,43.51,16926.42,43.04,17631.35,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
122,"As a tester, I wish to test the application thoroughly so I can deliver value.",Should,2,Developer,Sprint Planning,3,This part of the system needs a complete overhaul.,Negative,3.49,9802.27,7.3,10679.78,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
123,"As a developer, I must plan the sprint in order to ensure quality.",Could,4,Product Owner,Deployment,4,"The interface is user-friendly, but performance needs improvement.",Neutral,12.28,10585.76,14.47,12238.19,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
124,"As a stakeholder, I need collaborate with the team to meet deadlines.",Should,4,Manager,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,13.46,9454.08,17.63,11058.97,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
125,"As a product owner, I am required to create detailed reports to achieve achieve business goals.",Must,6,Tester,Testing,1,The feature works great but could use some improvement.,Positive,93.86,30845.75,92.8,30014.49,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
126,"As a designer, I am required to plan the sprint to achieve deliver value.",Could,5,Developer,Sprint Planning,4,The feature works great but could use some improvement.,Positive,29.65,20707.01,31.71,20416.73,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
127,"As a developer, I want to plan the sprint so that enhance usability.",Could,8,Manager,Deployment,3,This part of the system needs a complete overhaul.,Negative,99.66,21272.98,104.05,22881.83,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
128,"As a tester, I want to review requirements so that achieve business goals.",Should,3,Product Owner,Deployment,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,34.38,8701.6,44.02,8317.01,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
129,"As a designer, I wish to create detailed reports so I can meet deadlines.",Must,1,Product Owner,Sprint Planning,1,The feature works great but could use some improvement.,Positive,97.71,35416.97,97.82,34667.76,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
130,"As a designer, I want to review requirements so that ensure quality.",Must,3,Tester,Testing,3,The feature works great but could use some improvement.,Positive,19.95,17394.34,25.63,18020.7,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
131,"As a developer, I want to create detailed reports so that achieve business goals.",Must,6,Product Owner,Deployment,3,"The interface is user-friendly, but performance needs improvement.",Neutral,49.07,16757.37,44.99,18309.73,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
132,"As a designer, I want to test the application thoroughly so that achieve business goals.",Should,9,Developer,Development,3,The feature works great but could use some improvement.,Positive,58.15,34226.37,58.49,36012.84,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
133,"As a developer, I need access the test environment to achieve business goals.",Should,1,Tester,Deployment,1,We are satisfied with the current functionality.,Neutral,54.4,18978.33,50.92,18355.35,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
134,"As a product owner, I wish to review requirements so I can meet deadlines.",Should,2,Product Owner,Testing,3,The feature works great but could use some improvement.,Positive,-1.25,9788.84,0.58,8933.04,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
135,"As a designer, I want to deploy the software so that achieve business goals.",Won't,4,Product Owner,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,61.79,18216.85,58.96,19131.02,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
136,"As a stakeholder, I want to plan the sprint so that enhance usability.",Could,9,Product Owner,Deployment,1,This part of the system needs a complete overhaul.,Negative,52.49,14343.61,58.29,15027.41,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
137,"As a tester, I am required to review requirements to achieve meet deadlines.",Should,6,Product Owner,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,96.48,31447.47,104.93,32303.05,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
138,"As a stakeholder, I need access the test environment to ensure quality.",Should,4,Product Owner,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,18.62,14800.42,26.02,15546.33,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
139,"As a designer, I want to design the interface so that satisfy clients.",Must,6,Product Owner,Development,2,We are satisfied with the current functionality.,Neutral,71.99,13996.56,70.06,13561.44,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
140,"As a manager, I need validate the design to deliver value.",Must,4,Developer,Sprint Planning,3,This part of the system needs a complete overhaul.,Negative,93.29,19955.71,100.88,21490.06,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
141,"As a product owner, I am required to deploy the software to achieve ensure quality.",Won't,10,Manager,Deployment,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,109.8,21137.52,115.17,21601.09,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
142,"As a developer, I must review requirements in order to ensure quality.",Should,3,Developer,Development,4,The feature works great but could use some improvement.,Positive,62.05,23559.26,70.19,23765.67,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
143,"As a manager, I am required to review requirements to achieve ensure quality.",Should,9,Product Owner,Sprint Planning,3,We are satisfied with the current functionality.,Neutral,87.94,35567.01,88.68,34959.76,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
144,"As a developer, I must deploy the software in order to deliver value.",Won't,4,Tester,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,96.71,19310.96,92.89,20877.38,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
145,"As a designer, I wish to test the application thoroughly so I can achieve business goals.",Should,10,Product Owner,Deployment,1,Excellent implementation! Great work.,Neutral,92.91,21262.12,100.32,21761.58,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
146,"As a manager, I must plan the sprint in order to meet deadlines.",Could,3,Product Owner,Testing,4,The feature works great but could use some improvement.,Positive,33.39,27544.33,35.25,29532.93,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
